aum_savings,aum_inheritance,aum_real_estate_value,number_of_children,summary_type,age,inheritance_age,secondary_school_graduation_age,number_of_universities,earliest_university_graduation_age,latest_university_graduation_age,total_years_of_employment,total_gap_years,num_jobs,num_jobs_squared,longest_job_duration,longest_job_duration_sin,longest_job_duration_cos,shortest_job_duration,maximum_salary,minimum_salary,average_salary,most_recent_job_end_age,most_recent_job_start_age,total_property_count,total_property_value,num_property_types,max_property_value,min_property_value,marital_status_divorced,marital_status_married,marital_status_single,marital_status_widowed,inheritance_details_profession_,inheritance_details_profession_Corporate Lawyer,inheritance_details_profession_Hedge Fund Manager,inheritance_details_profession_Investment Banker,inheritance_details_profession_Neurosurgeon,inheritance_details_profession_Oil and Gas Executive,inheritance_details_profession_Private Equity Manager,inheritance_details_profession_Real Estate Developer,inheritance_details_profession_Stock Trader,inheritance_details_profession_Tech Entrepreneur,inheritance_details_profession_Venture Capitalist,inheritance_details_relationship_,inheritance_details_relationship_father,inheritance_details_relationship_grandfather,inheritance_details_relationship_grandmother,inheritance_details_relationship_mother,investment_risk_profile_,investment_risk_profile_Considerable,investment_risk_profile_High,investment_risk_profile_Low,investment_risk_profile_Moderate,investment_horizon_Long-Term,investment_horizon_Medium,investment_horizon_Short,investment_experience_Experienced,investment_experience_Expert,investment_experience_Inexperienced,type_of_mandate_Advisory,type_of_mandate_Discretionary,currency_CHF,currency_DKK,currency_EUR,Spain,Denmark,Germany,Italy,Netherlands,France,Finland,Switzerland,Belgium,Austria
0,1270000,0,0,7,21,11.0,18,0,,,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
30000,0,4750000,0,0,31,,19,2,24.0,27.0,7,0,1,1,7,0.9396926207859083,0.3420201433256688,7,37000,37000,10.518700218288165,32.0,25.0,3,15.373655386537118,2,2170000,1230000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1530000,2440000,4027000,1,9,57,44.0,18,1,23.0,23.0,31,3,5,25,17,0.17364817766693028,-0.984807753012208,1,938000,29000,12.411463546908074,57.0,40.0,3,15.208532488157374,3,1712000,1050000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
90000,9280000,0,1,9,34,30.0,18,1,25.0,25.0,8,2,2,4,4,0.6427876096865393,0.766044443118978,4,94000,59000,11.245059091624615,35.0,31.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
580000,0,4010000,0,0,65,,19,1,25.0,25.0,37,0,2,4,34,-0.3420201433256686,0.9396926207859084,3,287000,31000,11.976665770490767,61.0,27.0,3,15.20430204865928,2,2380000,720000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
330000,920000,4660000,2,4,45,30.0,20,1,25.0,25.0,17,2,2,4,12,0.8660254037844387,-0.4999999999999998,5,227000,66000,11.89478753335453,44.0,32.0,2,15.35452622069408,1,2470000,2190000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1380000,1820000,3027000,1,4,54,38.0,20,1,23.0,23.0,29,1,5,25,17,0.17364817766693028,-0.984807753012208,2,859000,49000,12.371591321286905,55.0,38.0,2,14.923082918363894,2,1870000,1157000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
620000,1480000,1810000,3,3,55,39.0,18,1,24.0,24.0,27,4,3,9,20,-0.34202014332566866,-0.9396926207859084,3,348000,33000,11.865934029279096,56.0,36.0,2,14.408837955728044,2,967000,843000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
400000,1710000,2750000,0,1,46,35.0,18,1,24.0,24.0,22,0,2,4,17,0.17364817766693028,-0.984807753012208,5,236000,55000,11.8879382384223,47.0,30.0,1,14.827111833279051,1,2750000,2750000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
760000,1080000,3090000,2,3,53,43.0,18,2,24.0,27.0,25,2,4,16,14,0.6427876096865395,-0.7660444431189779,2,520000,43000,12.07254696717504,52.0,38.0,2,14.94368197249847,2,2280000,810000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
410000,40560000,3182000,0,1,32,26.0,20,1,24.0,24.0,9,0,1,1,9,1.0,6.123233995736766e-17,9,364000,364000,12.804911893867851,33.0,24.0,3,14.973020802147577,1,1320000,865000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
730000,350000,2140000,3,2,50,35.0,20,2,25.0,29.0,23,3,5,25,11,0.9396926207859084,-0.3420201433256685,1,512000,23000,11.902267966193309,51.0,40.0,2,14.576316854287645,2,1370000,770000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
150000,2470000,2443000,2,1,42,26.0,20,1,24.0,24.0,16,2,2,4,11,0.9396926207859084,-0.3420201433256685,5,102000,29000,11.089820688682373,43.0,32.0,3,14.708737759572582,2,1187000,596000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
160000,650000,1100000,2,0,37,32.0,20,1,24.0,24.0,12,2,3,9,6,0.8660254037844386,0.5000000000000001,1,146000,60000,11.407576060361786,38.0,32.0,1,13.910821646859095,1,1100000,1100000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
210000,1300000,3340000,3,1,41,30.0,19,1,23.0,23.0,17,0,3,9,12,0.8660254037844387,-0.4999999999999998,1,168000,23000,11.255893292931216,41.0,29.0,2,15.021481664354036,2,2070000,1270000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
0,1790000,0,0,5,23,17.0,19,1,23.0,23.0,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
900000,0,3342000,2,8,68,,20,2,23.0,28.0,36,0,2,4,31,-0.7660444431189781,0.6427876096865393,5,422000,51000,12.373707715234994,61.0,30.0,3,15.022080287359454,3,1442000,830000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
60000,940000,2900000,1,2,30,25.0,20,1,25.0,25.0,6,0,1,1,6,0.8660254037844386,0.5000000000000001,6,63000,63000,11.050905878263567,31.0,25.0,2,14.88022163978423,2,1660000,1240000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
20000,22450000,0,0,0,25,21.0,20,1,23.0,23.0,2,0,1,1,2,0.3420201433256687,0.9396926207859084,2,57000,57000,10.950824090522445,26.0,24.0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
230000,1610000,3140000,2,1,36,28.0,18,1,24.0,24.0,12,1,3,9,5,0.766044443118978,0.6427876096865394,3,225000,57000,11.754571452292906,37.0,32.0,1,14.959733676355723,1,3140000,3140000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
100000,7020000,1220000,3,0,38,30.0,18,1,22.0,22.0,14,0,2,4,12,0.8660254037844387,-0.4999999999999998,2,76000,28000,10.859018228147887,38.0,26.0,1,14.014362236381235,1,1220000,1220000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
2000000,0,0,0,2,55,,19,1,25.0,25.0,30,1,4,16,23,-0.7660444431189779,-0.6427876096865395,1,1176000,38000,12.743299664987186,56.0,33.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
360000,3010000,4730000,0,3,33,29.0,18,2,23.0,29.0,8,0,1,1,8,0.984807753012208,0.17364817766693041,8,336000,336000,12.724869415131389,33.0,25.0,3,15.369435971884585,3,2200000,1110000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
800000,3410000,3270000,0,8,55,38.0,18,1,23.0,23.0,31,1,3,9,27,-1.0,-1.8369701987210297e-16,1,433000,28000,12.041596900756808,56.0,29.0,2,15.000300848683787,2,1680000,1590000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1280000,4650000,890000,0,0,59,42.0,18,1,23.0,23.0,34,2,4,16,24,-0.8660254037844385,-0.5000000000000004,1,786000,24000,12.370531442268256,60.0,36.0,1,13.698977865303197,1,890000,890000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2290000,0,3477000,0,3,65,,18,1,22.0,22.0,35,2,4,16,28,-0.9848077530122081,0.17364817766692997,1,1161000,36000,12.713645986352754,60.0,32.0,3,15.061680698594214,2,1567000,840000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
160000,130000,1970000,3,8,37,29.0,19,1,23.0,23.0,13,1,2,4,11,0.9396926207859084,-0.3420201433256685,2,134000,37000,11.356283350762888,38.0,27.0,1,14.493544608328255,1,1970000,1970000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
40000,530000,3470000,0,0,34,27.0,18,1,24.0,24.0,7,1,2,4,5,0.766044443118978,0.6427876096865394,2,46000,33000,10.584081267024454,33.0,31.0,1,15.05966544010744,1,3470000,3470000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
340000,6550000,5089000,0,4,32,28.0,18,1,24.0,24.0,9,0,1,1,9,1.0,6.123233995736766e-17,9,329000,329000,12.703816069256568,33.0,24.0,3,15.44259210207321,3,2400000,1263000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
1560000,620000,3230000,0,9,60,44.0,18,1,23.0,23.0,32,4,5,25,17,0.17364817766693028,-0.984807753012208,2,964000,34000,12.472279517715116,61.0,44.0,2,14.987993004796314,2,2380000,850000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
20000,1440000,0,0,1,26,20.0,20,1,23.0,23.0,3,0,1,1,3,0.49999999999999994,0.8660254037844387,3,43000,43000,10.668978650219241,27.0,24.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
130000,860000,940000,3,9,43,30.0,19,1,24.0,24.0,19,0,2,4,15,0.5000000000000003,-0.8660254037844385,4,87000,25000,10.933124826700707,44.0,29.0,1,13.753636218075409,1,940000,940000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
290000,4430000,4610000,2,8,44,25.0,19,1,24.0,24.0,19,2,2,4,17,0.17364817766693028,-0.984807753012208,2,203000,42000,11.715874472198905,45.0,28.0,3,15.343738631892547,3,2300000,750000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2390000,2160000,10320000,0,0,56,43.0,18,1,22.0,22.0,30,3,4,16,24,-0.8660254037844385,-0.5000000000000004,1,1267000,68000,12.87069431481954,56.0,32.0,3,16.149594414916912,2,5860000,2120000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
380000,6720000,1890000,0,9,50,38.0,18,2,25.0,29.0,22,5,5,25,9,1.0,6.123233995736766e-17,2,264000,51000,11.624475784206961,51.0,42.0,2,14.452087916136215,2,1040000,850000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
760000,1720000,5916000,0,1,51,32.0,18,1,22.0,22.0,24,3,4,16,15,0.5000000000000003,-0.8660254037844385,1,502000,33000,11.986055452062393,51.0,36.0,3,15.593171271845943,2,3160000,1370000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
170000,2120000,2030000,0,2,40,36.0,19,1,25.0,25.0,13,3,3,9,9,1.0,6.123233995736766e-17,1,132000,41000,11.216328214598455,40.0,31.0,2,14.523546843628687,2,1080000,950000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
470000,0,5460000,0,4,65,,19,2,25.0,28.0,35,2,2,4,33,-0.49999999999999967,0.8660254037844388,2,242000,27000,11.80932691294063,61.0,28.0,3,15.512959530871255,2,2600000,910000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1130000,3290000,8090000,3,4,58,49.0,19,1,25.0,25.0,33,2,2,4,32,-0.6427876096865396,0.7660444431189778,1,625000,61000,12.745488641595722,59.0,27.0,2,15.90613941264406,2,5350000,2740000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
650000,4010000,3678000,0,8,51,35.0,19,1,23.0,23.0,26,0,3,9,18,1.2246467991473532e-16,-1.0,3,379000,44000,12.003554503848937,49.0,31.0,3,15.117879956033262,2,1488000,1090000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1280000,0,0,2,2,70,,19,1,23.0,23.0,35,1,2,4,30,-0.866025403784439,0.49999999999999933,5,636000,69000,12.77280873810987,61.0,31.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1350000,0,0,6,23,19.0,18,1,23.0,23.0,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
470000,150000,4920000,0,4,47,35.0,19,1,23.0,23.0,18,5,5,25,6,0.8660254037844386,0.5000000000000001,2,410000,56000,11.914389245098882,48.0,42.0,3,15.408819291720503,1,2030000,1234000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
130000,1290000,2320000,1,3,42,32.0,18,1,23.0,23.0,14,2,3,9,7,0.9396926207859083,0.3420201433256688,3,107000,29000,11.024095052137925,41.0,34.0,1,14.657078174676883,1,2320000,2320000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1270000,0,0,5,21,12.0,18,0,,,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
660000,0,7430000,3,0,67,,20,2,24.0,28.0,34,2,3,9,25,-0.9396926207859084,-0.34202014332566855,4,395000,38000,11.980849850753346,61.0,36.0,3,15.821036551283434,2,3530000,1320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
1650000,0,1920000,2,9,70,,20,1,25.0,25.0,33,4,4,16,28,-0.9848077530122081,0.17364817766692997,1,836000,28000,12.393593164270362,61.0,33.0,1,14.467836264837162,1,1920000,1920000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
610000,6210000,2990000,0,1,54,38.0,18,1,25.0,25.0,27,3,5,25,10,0.984807753012208,-0.1736481776669303,4,359000,38000,11.832113471896832,55.0,45.0,2,14.910784279814974,2,2250000,740000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
1210000,1090000,1390000,1,0,55,41.0,18,1,25.0,25.0,32,0,3,9,25,-0.9396926207859084,-0.34202014332566855,2,639000,41000,12.410377185121552,56.0,31.0,1,14.144815024531075,1,1390000,1390000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
20000,1820000,0,0,1,27,20.0,20,1,23.0,23.0,3,0,1,1,3,0.49999999999999994,0.8660254037844387,3,40000,40000,10.596659732783579,27.0,24.0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
50000,1140000,0,0,0,28,23.0,20,1,25.0,25.0,5,0,1,1,5,0.766044443118978,0.6427876096865394,5,70000,70000,11.156264806643742,29.0,24.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
880000,800000,3364000,0,9,55,43.0,18,1,23.0,23.0,28,4,3,9,23,-0.7660444431189779,-0.6427876096865395,2,504000,34000,12.18757426733125,56.0,33.0,3,15.028641597340092,2,1270000,974000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
260000,580000,3170000,0,1,38,30.0,18,1,23.0,23.0,13,2,3,9,9,1.0,6.123233995736766e-17,1,239000,59000,11.751950239425476,39.0,30.0,1,14.969242461310827,1,3170000,3170000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
20000,1280000,0,0,4,28,19.0,20,1,23.0,23.0,4,0,1,1,4,0.6427876096865393,0.766044443118978,4,37000,37000,10.518700218288165,29.0,25.0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
1480000,0,5344000,2,2,66,,18,1,23.0,23.0,32,4,4,16,24,-0.8660254037844385,-0.5000000000000004,1,929000,30000,12.508954858300553,61.0,37.0,3,15.49148518132435,2,2330000,804000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20000,2940000,0,0,1,29,22.0,20,1,25.0,25.0,5,0,1,1,5,0.766044443118978,0.6427876096865394,5,32000,32000,10.373522431293592,30.0,25.0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1300000,220000,4820000,2,8,54,35.0,20,1,25.0,25.0,28,3,5,25,20,-0.34202014332566866,-0.9396926207859084,2,757000,33000,12.214045775484509,55.0,35.0,2,15.388284693495642,2,3100000,1720000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
190000,5540000,5574000,1,2,30,23.0,18,1,23.0,23.0,4,2,2,4,2,0.3420201433256687,0.9396926207859084,2,386000,248000,12.666660207428574,31.0,29.0,3,15.533623666428392,2,2520000,1276000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
90000,16150000,0,0,2,26,21.0,18,1,25.0,25.0,2,0,1,1,2,0.3420201433256687,0.9396926207859084,2,278000,278000,12.535379989788607,27.0,25.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
640000,0,3040000,1,2,63,,18,1,24.0,24.0,36,0,2,4,32,-0.6427876096865396,0.7660444431189778,4,298000,41000,12.040614105490253,61.0,29.0,3,14.92736840232972,3,1570000,730000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1730000,0,0,5,23,15.0,20,0,,,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,2470000,0,0,6,24,19.0,18,1,22.0,22.0,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
0,2220000,0,0,6,21,12.0,18,0,,,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
660000,0,3490000,3,4,67,,19,1,24.0,24.0,30,7,5,25,15,0.5000000000000003,-0.8660254037844385,3,379000,39000,11.74245657234248,61.0,46.0,2,15.06541258071152,2,2090000,1400000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
380000,770000,5420000,2,9,42,27.0,19,1,24.0,24.0,19,0,2,4,14,0.6427876096865395,-0.7660444431189779,5,238000,63000,11.921725007667265,42.0,28.0,2,15.505606557917657,2,2820000,2600000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
300000,2020000,10730000,1,9,40,35.0,20,1,25.0,25.0,16,0,2,4,13,0.766044443118978,-0.6427876096865394,3,238000,60000,11.91170829631447,41.0,28.0,3,16.18855420780352,3,5430000,1800000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
140000,2070000,4052000,0,0,40,32.0,18,1,23.0,23.0,15,2,2,4,13,0.766044443118978,-0.6427876096865394,2,94000,30000,11.034905792929415,41.0,28.0,3,15.214721391142389,2,1515000,1217000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
380000,5340000,750000,1,8,42,32.0,18,1,23.0,23.0,15,4,3,9,11,0.9396926207859084,-0.3420201433256685,1,288000,41000,11.78041248313643,42.0,31.0,1,13.527829818844937,1,750000,750000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,2340000,0,0,7,24,19.0,18,1,22.0,22.0,0,0,0,0,0,0.0,1.0,0,0,0,,,,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
